Transaction ID,Date & Time,Sender UPI ID,Receiver UPI ID,Transaction Amount (INR),Transaction Type,Transaction Status,Bank Name,Mode of Payment,Payment Purpose
TXN100214,2024-06-15 22:20:21,nfranklin@upi,zerickson@upi,958.04,Request Money,Success,BOB,UPI ID,Subscription
TXN100215,2024-07-23 17:21:24,matthewssamantha@upi,nicolecunningham@upi,2561.59,Request Money,Failed,Axis Bank,UPI ID,Travel
TXN100216,2025-04-02 23:38:38,fnoble@upi,gcook@upi,4563.02,Receive,Success,ICICI,QR Code,Transfer
TXN100217,2025-03-17 08:20:24,nwilliams@upi,adamswilliam@upi,980.6,QR Payment,Pending,PNB,Intent,Bill Payment
TXN100218,2024-11-12 01:15:53,lkennedy@upi,ambermoore@upi,3657.29,Receive,Pending,HDFC,Phone Number,Recharge
TXN100219,2025-03-09 02:23:44,stephenrivers@upi,along@upi,4725.28,Request Money,Success,Kotak,Intent,Recharge
TXN100220,2024-11-14 03:06:49,bakerjerry@upi,phillipsmichael@upi,3722.74,Request Money,Pending,BOB,UPI ID,Recharge
TXN100221,2024-05-18 17:02:21,dominiquebrown@upi,brendagonzalez@upi,830.79,Send,Failed,PNB,Intent,Shopping
TXN100222,2024-04-24 23:41:03,wgrant@upi,gklein@upi,1270.9,QR Payment,Pending,ICICI,UPI ID,Shopping
TXN100223,2025-04-08 19:17:13,xhansen@upi,monique03@upi,160.37,Send,Failed,HDFC,Intent,Food
TXN100224,2024-07-09 04:02:35,troberson@upi,jeffrey75@upi,2183.7,Request Money,Pending,BOB,UPI ID,Travel
TXN100225,2024-10-26 19:31:56,christopher49@upi,xperez@upi,2331.91,Receive,Pending,PNB,Phone Number,Shopping
TXN100226,2024-09-07 04:12:00,jesseboyle@upi,ykeller@upi,4111.81,Request Money,Failed,Kotak,QR Code,Bill Payment
TXN100227,2024-08-29 15:11:51,patrick21@upi,ekelly@upi,416.6,QR Payment,Failed,SBI,UPI ID,Recharge
TXN100228,2024-07-09 22:39:31,crystal56@upi,michael64@upi,3589.27,Request Money,Success,ICICI,UPI ID,Shopping
TXN100229,2025-03-14 16:00:40,castillokelly@upi,pmoore@upi,1969.32,Receive,Pending,ICICI,Intent,Transfer
TXN100230,2025-01-25 19:46:14,sarahmorgan@upi,danielreyes@upi,719.24,Receive,Failed,BOB,Phone Number,Travel
TXN100231,2024-09-10 02:36:49,kpalmer@upi,emmashaw@upi,308.64,Receive,Success,Axis Bank,UPI ID,Transfer
TXN100232,2024-10-18 03:40:39,leonardsutton@upi,ruizphillip@upi,4120.56,Send,Pending,PNB,Intent,Recharge
TXN100233,2024-07-09 10:49:38,kjoyce@upi,russelljoseph@upi,1730.04,Send,Success,Kotak,QR Code,Subscription
TXN100234,2025-01-18 21:00:24,gregory25@upi,hallbradley@upi,1335.26,QR Payment,Failed,PNB,Phone Number,Subscription
TXN100235,2024-09-07 18:16:10,andersonlorraine@upi,christopherowens@upi,1303.63,Request Money,Success,BOB,Intent,Travel
TXN100236,2025-03-07 09:15:43,meyerchristine@upi,ljones@upi,772.57,Receive,Pending,Kotak,UPI ID,Subscription
TXN100237,2025-04-06 18:16:02,jeremyperry@upi,baguirre@upi,1587.24,Send,Success,PNB,Intent,Travel
TXN100238,2024-07-02 17:49:01,ccherry@upi,anthony55@upi,1201.22,Request Money,Pending,HDFC,Phone Number,Transfer
TXN100239,2025-02-27 08:26:09,erica29@upi,kingdakota@upi,683.03,Send,Pending,SBI,Phone Number,Bill Payment
TXN100240,2024-05-22 08:04:52,andrew29@upi,nicholasberry@upi,4066.68,Send,Success,Axis Bank,Phone Number,Travel
TXN100241,2024-12-24 11:24:32,james88@upi,hansenheather@upi,2263.39,Request Money,Pending,ICICI,UPI ID,Recharge
TXN100242,2024-10-13 11:12:15,hicksseth@upi,spencermorgan@upi,1591.29,Send,Success,PNB,QR Code,Bill Payment
TXN100243,2024-09-20 18:56:23,nicholas98@upi,lori37@upi,1696.07,Receive,Success,Axis Bank,UPI ID,Transfer
TXN100244,2024-07-17 15:25:07,timothy60@upi,acummings@upi,1563.16,Request Money,Success,Kotak,QR Code,Shopping
TXN100245,2024-11-12 16:50:43,xbenjamin@upi,pwalker@upi,4592.81,Send,Failed,SBI,Intent,Shopping
TXN100246,2024-07-19 11:39:40,oalvarez@upi,pcampbell@upi,3024.67,QR Payment,Pending,ICICI,Intent,Food
TXN100247,2024-10-17 23:05:09,tanyaboyd@upi,lopezsarah@upi,911.52,Request Money,Failed,HDFC,Intent,Bill Payment
TXN100248,2024-12-13 03:57:20,shaheric@upi,cookchristy@upi,1794.47,Send,Success,ICICI,UPI ID,Recharge
TXN100249,2024-06-13 10:07:37,mmyers@upi,kcrawford@upi,2024.78,Send,Failed,Axis Bank,Intent,Food
TXN100250,2024-09-10 22:54:12,cobblaurie@upi,pam83@upi,411.45,Send,Pending,BOB,Intent,Subscription
TXN100251,2025-01-18 06:59:54,isaac89@upi,shernandez@upi,3920.73,QR Payment,Success,PNB,UPI ID,Subscription
TXN100252,2024-12-08 00:41:32,knolan@upi,carlyjohnson@upi,4134.6,QR Payment,Failed,SBI,Intent,Bill Payment
TXN100253,2024-10-18 13:44:35,angela30@upi,brownjohn@upi,779.82,QR Payment,Success,SBI,Intent,Shopping
TXN100254,2025-03-17 15:14:18,donnarodriguez@upi,omiddleton@upi,792.73,Receive,Success,HDFC,QR Code,Transfer
TXN100255,2024-08-01 08:52:49,trevor32@upi,angela57@upi,3402.39,QR Payment,Success,Axis Bank,Intent,Bill Payment
TXN100256,2024-09-10 22:11:42,ubranch@upi,ojones@upi,1139.86,QR Payment,Failed,HDFC,QR Code,Shopping
TXN100257,2025-01-30 00:44:12,waltonstephanie@upi,tsampson@upi,1137.94,Request Money,Failed,ICICI,QR Code,Food
TXN100258,2024-11-08 02:13:37,patriciapadilla@upi,sullivanchristopher@upi,2828.94,Send,Success,Kotak,UPI ID,Transfer
TXN100259,2024-09-19 06:46:11,ofernandez@upi,yuelizabeth@upi,1955.64,Receive,Success,SBI,UPI ID,Subscription
TXN100260,2024-11-04 07:17:37,iparker@upi,millertara@upi,1623.38,Send,Success,SBI,UPI ID,Travel
TXN100261,2024-10-20 12:09:02,harrischristina@upi,larry03@upi,3061.26,Receive,Pending,BOB,Intent,Subscription
TXN100262,2024-12-06 13:08:38,matthewssusan@upi,eric41@upi,141.94,Request Money,Pending,PNB,Phone Number,Transfer
TXN100263,2024-11-28 15:29:29,oramirez@upi,gcruz@upi,1247.31,Receive,Failed,Kotak,QR Code,Travel
TXN100264,2025-04-07 07:30:25,jeremy94@upi,williamsleslie@upi,2007.93,Receive,Failed,Kotak,Phone Number,Bill Payment
TXN100265,2024-11-25 00:27:50,hbrown@upi,ygraham@upi,2163.39,Request Money,Success,Axis Bank,Intent,Recharge
TXN100266,2025-01-20 07:47:44,wilsoncatherine@upi,kathleenmcclure@upi,4582.52,Receive,Pending,Axis Bank,Intent,Travel
TXN100267,2024-05-28 07:47:34,owright@upi,joseph15@upi,354.4,QR Payment,Failed,Kotak,Phone Number,Travel
TXN100268,2024-08-03 09:41:39,christina38@upi,morganandrea@upi,118.42,Request Money,Success,ICICI,UPI ID,Travel
TXN100269,2024-06-13 20:05:02,oweiss@upi,martin51@upi,1614.64,Request Money,Pending,SBI,UPI ID,Recharge
TXN100270,2024-12-06 09:19:52,wmoses@upi,kingdalton@upi,3570.24,Send,Failed,PNB,Intent,Food
TXN100271,2024-05-11 07:19:31,toddmeyer@upi,michaelgrant@upi,4623.58,Request Money,Pending,Axis Bank,QR Code,Recharge
TXN100272,2025-01-11 20:51:52,wendysteele@upi,raymondlynch@upi,1709.07,Request Money,Success,Kotak,Phone Number,Subscription
TXN100273,2025-01-26 14:09:39,rbailey@upi,terri83@upi,2522.78,QR Payment,Failed,HDFC,Phone Number,Subscription
TXN100274,2024-07-05 01:24:36,iclayton@upi,ann01@upi,2368.66,Send,Success,ICICI,QR Code,Transfer
TXN100275,2024-12-24 13:49:50,kyle50@upi,carrkelly@upi,2922.57,QR Payment,Failed,PNB,UPI ID,Shopping
TXN100276,2024-05-26 16:12:24,jenniferwerner@upi,michelle16@upi,2761.66,Send,Pending,Axis Bank,Phone Number,Food
TXN100277,2024-10-24 09:17:04,lmartinez@upi,lbarajas@upi,3642.1,QR Payment,Success,HDFC,UPI ID,Travel
TXN100278,2024-08-05 07:42:48,courtneynunez@upi,anthony04@upi,1791.25,Send,Failed,Kotak,Intent,Food
TXN100279,2024-05-11 17:30:00,logan84@upi,loganjohn@upi,390.08,Send,Failed,Kotak,QR Code,Recharge
TXN100280,2025-03-23 03:15:21,jordanbrown@upi,lbarnes@upi,773.31,Receive,Success,SBI,QR Code,Subscription
TXN100281,2024-07-08 16:45:40,stephanie87@upi,berickson@upi,2470.28,QR Payment,Pending,BOB,Phone Number,Transfer
TXN100282,2024-09-04 13:49:52,abigailhall@upi,preyes@upi,601.2,Request Money,Failed,HDFC,Phone Number,Transfer
TXN100283,2024-05-13 15:25:36,corey22@upi,wsmith@upi,2512.79,QR Payment,Pending,PNB,QR Code,Food
TXN100284,2024-08-30 19:12:49,pmartinez@upi,zcampbell@upi,4922.88,QR Payment,Success,Axis Bank,Phone Number,Food
TXN100285,2024-09-26 17:25:20,dterry@upi,jennadickerson@upi,4744.07,QR Payment,Failed,Axis Bank,UPI ID,Transfer
TXN100286,2024-08-28 21:47:09,johnwalker@upi,kristina28@upi,4866.36,Receive,Success,Kotak,UPI ID,Transfer
TXN100287,2024-07-18 09:24:07,whitemichelle@upi,tschaefer@upi,3898.62,Receive,Pending,PNB,UPI ID,Shopping
TXN100288,2024-06-12 01:24:08,katherineanderson@upi,juliewarren@upi,3445.83,Receive,Failed,SBI,UPI ID,Bill Payment
TXN100289,2025-02-06 17:14:32,lauren07@upi,bryanjackson@upi,585.84,QR Payment,Pending,Axis Bank,Phone Number,Bill Payment
TXN100290,2024-10-25 11:23:03,ilewis@upi,fgarcia@upi,3383.11,QR Payment,Pending,PNB,Phone Number,Transfer
TXN100291,2024-11-05 01:38:55,nolanpatricia@upi,nixontonya@upi,2437.79,Receive,Success,Kotak,UPI ID,Subscription
TXN100292,2025-01-26 17:54:14,rcole@upi,qdudley@upi,4283.28,Receive,Success,BOB,QR Code,Travel
TXN100293,2024-09-13 01:14:52,jessica29@upi,joycehodge@upi,2050.42,Receive,Failed,PNB,Intent,Shopping
TXN100294,2025-02-01 22:11:35,dixoncarl@upi,twright@upi,115.63,Receive,Failed,HDFC,Intent,Travel
TXN100295,2025-02-08 06:35:04,carolbeard@upi,alexander25@upi,277.73,Request Money,Success,PNB,Intent,Shopping
TXN100296,2024-12-27 02:59:14,michael48@upi,dennis73@upi,1173.15,Request Money,Success,Axis Bank,UPI ID,Shopping
TXN100297,2024-12-04 11:44:30,tmorgan@upi,staylor@upi,4167.47,Request Money,Pending,PNB,Intent,Food
TXN100298,2025-04-11 06:13:42,michael96@upi,sriley@upi,1333.88,Receive,Pending,ICICI,QR Code,Shopping
TXN100299,2025-03-25 20:33:47,emily93@upi,ryanbaker@upi,4262.37,Receive,Failed,SBI,UPI ID,Food
TXN100300,2024-06-16 03:53:18,lindseyholmes@upi,qstark@upi,1972.29,Request Money,Pending,SBI,Phone Number,Food
TXN100301,2024-09-27 11:18:31,stephen80@upi,tammyellis@upi,1155.95,Send,Failed,HDFC,Phone Number,Subscription
TXN100302,2024-05-08 20:30:49,harrisdakota@upi,tiffany03@upi,479.8,Send,Pending,HDFC,QR Code,Bill Payment
TXN100303,2025-04-12 00:43:24,christinesolomon@upi,chelsea40@upi,174.99,Request Money,Pending,PNB,Intent,Transfer
TXN100304,2024-12-30 02:18:03,smithsabrina@upi,mariecollins@upi,3455.21,Request Money,Pending,ICICI,Phone Number,Subscription
TXN100305,2025-02-25 09:51:15,phillipporter@upi,michele19@upi,496.69,Send,Success,HDFC,Intent,Subscription
TXN100306,2024-09-26 21:26:49,lyonskayla@upi,wheelerjoseph@upi,4921.35,QR Payment,Success,SBI,Intent,Shopping
TXN100307,2025-01-23 21:36:18,monicacruz@upi,jack27@upi,4735.05,QR Payment,Success,SBI,Phone Number,Travel
TXN100308,2024-12-23 17:23:54,cherylwagner@upi,rebeccabrown@upi,2117.24,QR Payment,Failed,BOB,QR Code,Recharge
TXN100309,2025-03-26 16:00:09,lucasdeborah@upi,waynebarnes@upi,1446.63,Receive,Pending,BOB,Intent,Transfer
TXN100310,2024-08-18 23:34:40,jennifermorgan@upi,lesliewhitney@upi,4403.57,QR Payment,Failed,Axis Bank,QR Code,Subscription
TXN100311,2025-01-27 06:16:54,todd79@upi,joseph17@upi,3894.99,Request Money,Failed,Kotak,Intent,Recharge
TXN100312,2025-02-18 10:45:53,rachaelhunt@upi,afranklin@upi,3284.35,QR Payment,Pending,ICICI,Intent,Shopping
TXN100313,2024-12-28 17:08:39,catherinebarnes@upi,ginahess@upi,1802.48,Request Money,Pending,ICICI,UPI ID,Food
TXN100314,2025-02-06 19:59:53,silvadaniel@upi,julieolson@upi,4518.96,Send,Failed,HDFC,Phone Number,Recharge
TXN100315,2025-01-03 17:38:47,cohenronald@upi,kristen58@upi,3719.18,QR Payment,Failed,HDFC,UPI ID,Transfer
TXN100316,2025-02-26 15:04:04,smithcathy@upi,pamelarussell@upi,1925.69,Request Money,Failed,Kotak,Intent,Travel
TXN100317,2025-02-10 13:14:30,ublackwell@upi,christophermyers@upi,4144.21,Receive,Pending,Axis Bank,Phone Number,Food
TXN100318,2024-11-23 02:05:55,brandongutierrez@upi,williamskimberly@upi,1170.96,Send,Success,Axis Bank,Phone Number,Food
TXN100319,2024-06-02 14:22:21,richard80@upi,jjohns@upi,4455.98,Receive,Failed,SBI,UPI ID,Food
TXN100320,2024-11-15 20:22:37,dawnchapman@upi,mariahray@upi,476.46,Receive,Pending,ICICI,QR Code,Bill Payment
TXN100321,2024-08-01 22:04:39,johnny60@upi,millskimberly@upi,912.31,QR Payment,Success,HDFC,UPI ID,Bill Payment
TXN100322,2025-03-18 10:19:14,fowlereric@upi,marissaromero@upi,1919.53,Send,Success,SBI,QR Code,Bill Payment
TXN100323,2025-04-11 13:04:26,ashleyadam@upi,mary59@upi,3707.9,Receive,Success,Kotak,Intent,Bill Payment
TXN100324,2025-01-28 19:54:18,millerjamie@upi,frivera@upi,2689.29,Receive,Success,Axis Bank,Intent,Food
TXN100325,2024-10-11 21:05:10,millersamuel@upi,jdaniels@upi,4038.83,Request Money,Success,Axis Bank,UPI ID,Travel
TXN100326,2024-09-24 12:55:27,knoxdouglas@upi,gpoole@upi,4773.14,Send,Pending,ICICI,Phone Number,Subscription
TXN100327,2024-08-11 20:31:33,natashathomas@upi,cruzannette@upi,1693.25,Request Money,Pending,HDFC,UPI ID,Shopping
TXN100328,2024-12-26 02:50:08,warrenannette@upi,shawna76@upi,4726.49,Send,Failed,SBI,QR Code,Travel
TXN100329,2024-11-27 20:27:17,julie97@upi,jesse80@upi,3862.84,Receive,Failed,HDFC,Phone Number,Recharge
TXN100330,2025-01-18 18:53:41,xharrington@upi,laura03@upi,2111.65,Send,Pending,SBI,Intent,Bill Payment
TXN100331,2024-11-21 04:58:12,alvarezmicheal@upi,amystone@upi,2549.89,Request Money,Failed,HDFC,Intent,Travel
TXN100332,2024-05-25 12:10:17,hudsonbernard@upi,hector47@upi,1705.68,Request Money,Failed,Axis Bank,UPI ID,Travel
TXN100333,2024-10-16 18:42:34,psmith@upi,destinywoods@upi,2532.14,Receive,Failed,HDFC,Phone Number,Food
TXN100334,2025-01-18 19:30:03,frances20@upi,kfox@upi,3878.35,Request Money,Success,Axis Bank,UPI ID,Travel
TXN100335,2025-03-01 16:32:22,rdominguez@upi,blewis@upi,2030.25,Request Money,Success,Axis Bank,QR Code,Shopping
TXN100336,2025-01-11 18:59:52,mlutz@upi,cherylstewart@upi,2391.39,Receive,Success,Axis Bank,Phone Number,Shopping
TXN100337,2024-08-17 10:27:55,obradley@upi,williammyers@upi,3269.93,Receive,Pending,PNB,UPI ID,Recharge
TXN100338,2024-09-02 07:25:40,nphillips@upi,sydney89@upi,1506.52,Send,Success,HDFC,Phone Number,Bill Payment
TXN100339,2025-03-14 09:59:54,sheri39@upi,claire25@upi,1678.86,Receive,Failed,Axis Bank,QR Code,Food
TXN100340,2024-07-15 17:47:33,meganscott@upi,amandapage@upi,2485.54,Receive,Failed,SBI,Phone Number,Subscription
TXN100341,2024-05-26 16:57:57,scastillo@upi,carolinejacobs@upi,3413.6,Receive,Pending,ICICI,QR Code,Travel
TXN100342,2025-01-12 20:21:57,fernandezrebecca@upi,peter83@upi,4616.19,Request Money,Success,PNB,Intent,Transfer
TXN100343,2024-08-27 14:32:59,bstewart@upi,leejames@upi,2857.97,Receive,Pending,Axis Bank,UPI ID,Recharge
TXN100344,2025-02-28 23:30:11,melanieellis@upi,walter76@upi,2443.91,QR Payment,Pending,PNB,QR Code,Bill Payment
TXN100345,2025-02-22 05:48:35,melinda60@upi,staffordmatthew@upi,227.27,Receive,Success,Axis Bank,QR Code,Transfer
TXN100346,2024-06-13 04:08:30,christina87@upi,amy67@upi,3425.76,Request Money,Pending,PNB,Phone Number,Transfer
TXN100347,2024-09-04 18:32:18,sophiadavis@upi,cowankristy@upi,1697.37,Receive,Success,ICICI,Phone Number,Transfer
TXN100348,2024-05-17 13:59:30,bondbrandi@upi,stephanie91@upi,2196.35,Request Money,Pending,ICICI,Intent,Bill Payment
TXN100349,2025-03-28 02:38:26,andrewkramer@upi,christopher96@upi,741.46,Send,Success,Axis Bank,Intent,Transfer
TXN100350,2025-01-12 19:10:35,kelseyjohnston@upi,joshuamoore@upi,2707.57,QR Payment,Pending,SBI,UPI ID,Food
TXN100351,2024-06-22 11:45:08,derrickliu@upi,tyler42@upi,1044.54,Request Money,Pending,Kotak,Intent,Travel
TXN100352,2025-01-22 08:48:58,james26@upi,jameschapman@upi,1060.23,Send,Pending,HDFC,Intent,Shopping
TXN100353,2024-08-26 15:14:54,wgregory@upi,christopher94@upi,1906.95,Send,Success,Kotak,Intent,Subscription
TXN100354,2025-02-13 15:27:42,adamthomas@upi,joylowe@upi,86.29,Request Money,Pending,BOB,Phone Number,Shopping
TXN100355,2024-09-21 13:23:32,dustinryan@upi,stefanie27@upi,427.73,Send,Success,Kotak,UPI ID,Travel
TXN100356,2024-08-13 02:29:16,phall@upi,emma31@upi,4319.39,QR Payment,Success,Axis Bank,Phone Number,Bill Payment
TXN100357,2024-08-25 23:53:18,inelson@upi,jeffery86@upi,2971.65,QR Payment,Success,Axis Bank,Intent,Transfer
TXN100358,2024-05-07 13:47:45,nicholasfinley@upi,blackdillon@upi,2539.0,QR Payment,Success,BOB,Phone Number,Bill Payment
TXN100359,2025-03-16 02:46:56,qthomas@upi,kathleenthompson@upi,229.61,QR Payment,Pending,Kotak,Intent,Bill Payment
TXN100360,2024-05-08 17:21:15,scott56@upi,coopermichelle@upi,4776.54,Request Money,Failed,ICICI,Intent,Transfer
TXN100361,2025-01-22 19:50:39,xdunn@upi,dianatorres@upi,4362.1,Send,Failed,Kotak,QR Code,Subscription
TXN100362,2024-10-01 10:50:25,nclark@upi,gfritz@upi,717.29,Send,Success,PNB,Intent,Recharge
TXN100363,2024-11-06 00:54:53,rmartinez@upi,kcurry@upi,168.63,QR Payment,Failed,Axis Bank,UPI ID,Shopping
TXN100364,2024-04-24 16:23:45,jessedavis@upi,jrussell@upi,1465.23,Receive,Pending,BOB,UPI ID,Shopping
TXN100365,2024-07-03 17:16:03,jefferydavis@upi,palmercassandra@upi,2581.81,Send,Success,Axis Bank,UPI ID,Transfer
TXN100366,2024-11-11 20:05:21,pburke@upi,emily79@upi,4316.25,QR Payment,Success,ICICI,UPI ID,Travel
TXN100367,2025-02-12 10:32:06,belltina@upi,jacquelinejohnson@upi,2810.59,Send,Failed,Kotak,UPI ID,Travel
TXN100368,2024-06-27 21:14:54,rlewis@upi,margaretthomas@upi,384.66,Receive,Failed,SBI,QR Code,Shopping
TXN100369,2024-10-05 08:41:04,rdavis@upi,philip41@upi,493.11,Receive,Success,PNB,QR Code,Food
TXN100370,2024-12-06 17:02:20,serranomitchell@upi,hallderek@upi,1015.01,Request Money,Failed,HDFC,Phone Number,Transfer
TXN100371,2025-04-04 23:54:50,melodywashington@upi,zacharyschultz@upi,4864.44,QR Payment,Pending,BOB,QR Code,Recharge
TXN100372,2025-01-24 05:26:12,darrellmorris@upi,wardlisa@upi,2333.99,QR Payment,Success,ICICI,UPI ID,Bill Payment
TXN100373,2024-06-25 13:32:01,virginiaboyd@upi,vcurtis@upi,3304.83,QR Payment,Failed,BOB,Phone Number,Bill Payment
TXN100374,2024-09-06 06:36:13,cjohnson@upi,robertsdonna@upi,432.0,Send,Failed,BOB,UPI ID,Recharge
TXN100375,2024-11-02 16:50:42,mariaburns@upi,brendawalter@upi,3562.16,Receive,Pending,Kotak,Phone Number,Subscription
TXN100376,2024-09-25 21:43:42,joyce12@upi,scottsweeney@upi,2250.96,Request Money,Pending,Kotak,Intent,Bill Payment
TXN100377,2024-09-23 17:46:03,maryevans@upi,rberry@upi,411.06,Request Money,Failed,HDFC,Phone Number,Recharge
TXN100378,2024-09-01 13:08:02,garciajohn@upi,johnsonjennifer@upi,3145.34,QR Payment,Success,SBI,UPI ID,Transfer
TXN100379,2025-02-18 09:42:23,owensjordan@upi,jacqueline62@upi,4229.85,Send,Pending,ICICI,Phone Number,Travel
TXN100380,2024-07-13 10:00:15,sheltonbianca@upi,stephaniesantos@upi,3270.92,QR Payment,Success,BOB,QR Code,Subscription
TXN100381,2024-12-12 01:20:17,alexanderthomas@upi,michellemata@upi,4442.72,Receive,Failed,Kotak,UPI ID,Subscription
TXN100382,2025-03-07 13:36:17,carlosramirez@upi,cindy94@upi,1949.18,QR Payment,Pending,HDFC,Phone Number,Shopping
TXN100383,2024-11-22 17:49:20,tbraun@upi,thomastiffany@upi,4553.53,Request Money,Failed,PNB,UPI ID,Food
TXN100384,2024-05-04 21:49:12,marvin66@upi,terrelldenise@upi,1878.61,Send,Success,PNB,Intent,Food
TXN100385,2024-07-03 14:16:32,watkinsdouglas@upi,shawndickson@upi,162.73,Send,Failed,SBI,QR Code,Recharge
TXN100386,2024-04-16 07:04:04,robert88@upi,jenniferbaldwin@upi,4801.89,Send,Failed,Kotak,Intent,Bill Payment
TXN100387,2024-12-22 19:50:32,tbradshaw@upi,wallacecynthia@upi,2641.4,Request Money,Failed,ICICI,Intent,Food
TXN100388,2024-07-13 03:34:52,rebecca41@upi,dustin06@upi,2358.9,Send,Success,PNB,Phone Number,Recharge
TXN100389,2024-12-17 23:42:32,xwilliams@upi,william67@upi,1253.59,Receive,Failed,BOB,QR Code,Recharge
TXN100390,2024-12-05 13:08:12,ethansmith@upi,francojean@upi,2762.87,QR Payment,Pending,SBI,QR Code,Recharge
TXN100391,2024-06-27 23:30:30,qbeard@upi,fanderson@upi,4322.31,Request Money,Pending,HDFC,QR Code,Subscription
TXN100392,2024-07-25 06:41:00,heatherclark@upi,jeanette10@upi,2804.26,Receive,Pending,HDFC,Phone Number,Subscription
TXN100393,2024-09-28 12:02:30,marcus35@upi,ichan@upi,4339.84,Send,Pending,Axis Bank,QR Code,Bill Payment
TXN100394,2024-12-17 01:48:24,wrightkathleen@upi,ralexander@upi,2066.08,Request Money,Pending,Axis Bank,QR Code,Food
TXN100395,2025-03-03 12:44:14,ronald66@upi,brandy18@upi,2670.76,Request Money,Success,HDFC,UPI ID,Travel
TXN100396,2025-02-17 03:28:02,aanderson@upi,ppena@upi,68.15,Send,Success,PNB,QR Code,Transfer
TXN100397,2024-09-11 21:23:36,hendersonemma@upi,carolyn44@upi,1985.38,QR Payment,Failed,ICICI,Intent,Shopping
TXN100398,2024-11-02 18:00:37,granterica@upi,novakaaron@upi,3633.72,Receive,Pending,HDFC,QR Code,Subscription
TXN100399,2024-08-21 22:02:43,shaun33@upi,nicole97@upi,236.28,Send,Pending,BOB,UPI ID,Transfer
TXN100400,2024-07-22 17:07:23,sharonross@upi,smithmark@upi,2236.81,Request Money,Pending,BOB,QR Code,Travel
TXN100401,2024-07-01 19:38:32,amy84@upi,garciachristina@upi,3138.11,QR Payment,Success,Kotak,QR Code,Shopping
TXN100402,2025-01-24 17:21:40,sanchezmary@upi,seanmartin@upi,3337.57,QR Payment,Failed,Kotak,Phone Number,Recharge
TXN100403,2024-07-21 06:41:06,scottdecker@upi,castroallen@upi,122.29,Receive,Pending,Axis Bank,Phone Number,Food
TXN100404,2024-05-29 19:10:06,collinscrystal@upi,uclark@upi,1514.08,Receive,Failed,BOB,Phone Number,Subscription
TXN100405,2024-09-08 05:09:54,stevenwheeler@upi,jacob09@upi,3507.9,QR Payment,Failed,BOB,Intent,Food
TXN100406,2024-09-22 14:50:18,justinpalmer@upi,wfuller@upi,2897.97,QR Payment,Pending,BOB,QR Code,Recharge
TXN100407,2025-01-23 13:30:12,tgilmore@upi,melvin22@upi,2162.31,QR Payment,Pending,HDFC,QR Code,Subscription
TXN100408,2025-03-19 12:46:29,rachelmorris@upi,watsonchristy@upi,2990.85,Request Money,Failed,ICICI,Intent,Shopping
TXN100409,2025-01-10 03:32:21,emma01@upi,ldaniel@upi,2286.48,Send,Pending,HDFC,Phone Number,Food
TXN100410,2024-06-27 22:32:03,mbean@upi,andrea07@upi,3459.96,Send,Success,Kotak,UPI ID,Subscription
TXN100411,2024-09-19 21:44:17,cconner@upi,alexander93@upi,1289.2,Send,Success,HDFC,QR Code,Transfer
TXN100412,2024-05-08 14:26:31,qbraun@upi,ballheather@upi,1808.3,QR Payment,Success,PNB,UPI ID,Bill Payment
TXN100413,2024-11-13 06:42:05,naustin@upi,pattersonamy@upi,3041.78,Receive,Failed,BOB,QR Code,Food
TXN100414,2025-01-15 18:32:53,jocelyn03@upi,marie67@upi,4117.82,QR Payment,Failed,SBI,Intent,Subscription
TXN100415,2025-01-10 12:52:12,caleb01@upi,nicholas66@upi,585.55,Send,Success,SBI,Phone Number,Shopping
TXN100416,2025-02-09 16:31:31,justinbonilla@upi,burtoncynthia@upi,3694.46,Request Money,Success,ICICI,QR Code,Subscription
TXN100417,2024-12-29 15:33:02,rmoore@upi,zhardin@upi,902.28,Receive,Pending,Kotak,Intent,Travel
TXN100418,2025-01-14 11:52:17,terry54@upi,lmeyers@upi,3141.08,Receive,Success,SBI,Intent,Travel
TXN100419,2024-12-19 03:30:25,michaelcoleman@upi,rcollins@upi,166.44,Receive,Pending,SBI,Intent,Shopping
TXN100420,2024-07-09 05:02:20,jerry09@upi,eric71@upi,1665.4,Receive,Pending,SBI,Phone Number,Recharge
TXN100421,2025-02-07 09:56:01,thompsoncassandra@upi,deborahwhite@upi,1587.45,QR Payment,Failed,Axis Bank,Phone Number,Shopping
TXN100422,2024-12-22 05:08:38,lleonard@upi,randy48@upi,4480.11,Send,Failed,BOB,QR Code,Bill Payment
TXN100423,2024-04-26 20:23:13,timothyhuang@upi,guerrerothomas@upi,2567.03,Request Money,Pending,Axis Bank,Intent,Transfer
TXN100424,2025-01-21 19:40:36,jessica44@upi,rjohnson@upi,803.64,Request Money,Success,PNB,UPI ID,Travel
TXN100425,2024-08-19 00:17:30,wjones@upi,jeffrey74@upi,3869.04,Receive,Pending,Axis Bank,Phone Number,Transfer
TXN100426,2024-11-11 01:04:49,nicholasjones@upi,williamssara@upi,3647.54,Request Money,Failed,ICICI,UPI ID,Transfer
TXN100427,2024-09-02 09:25:01,phillipsbrian@upi,webereric@upi,1784.93,Send,Success,SBI,UPI ID,Subscription
TXN100428,2024-11-28 19:37:50,terrymiller@upi,andrewnewton@upi,4767.34,Send,Failed,Axis Bank,Intent,Bill Payment
TXN100429,2024-06-03 13:23:20,jonescameron@upi,harriscraig@upi,1573.31,Receive,Success,PNB,Intent,Transfer
